Gene	Summed p values	Name
AFAP1-AS1	0.5396052823817782	AFAP1 antisense RNA 1
PRKY	0.5397259288528625	protein kinase Y-linked (pseudogene)
SOWAHC	0.5398902142650341	sosondowah ankyrin repeat domain family member C
PMPCA	0.540132692726364	peptidase, mitochondrial processing subunit alpha
ZNF552	0.5403298019314351	zinc finger protein 552
LOC400863	0.5403590497785968	
PALM2-AKAP2	0.5404191250465228	PALM2 and AKAP2 fusion
CLYBL	0.5404302882506671	citramalyl-CoA lyase
DNM1P46	0.5404802853309623	dynamin 1 pseudogene 46
TMEM258	0.5405490575070023	transmembrane protein 258
CRIPT	0.540564483898522	CXXC repeat containing interactor of PDZ3 domain
RPA1	0.5405865128655079	replication protein A1
CNGB1	0.5407028810474144	cyclic nucleotide gated channel subunit beta 1
TMEM218	0.5407398130885009	transmembrane protein 218
DDX11	0.5408059572472328	DEAD/H-box helicase 11
B4GALT3	0.5410134760023066	beta-1,4-galactosyltransferase 3
DLGAP1-AS1	0.5412017179872749	DLGAP1 antisense RNA 1
MLLT11	0.5414861039226099	MLLT11 transcription factor 7 cofactor
METTL8	0.5415226670177979	methyltransferase 8, methylcytidine
TBC1D23	0.5416246103884601	TBC1 domain family member 23
NDUFB3	0.5416514422126321	NADH:ubiquinone oxidoreductase subunit B3
NIPSNAP1	0.541868596901503	nipsnap homolog 1
PLEKHA8	0.5419237439494322	pleckstrin homology domain containing A8
WBP2NL	0.5420132670607429	WBP2 N-terminal like
OXSM	0.5421151136765613	3-oxoacyl-ACP synthase, mitochondrial
LARP7	0.5421541798290707	La ribonucleoprotein 7, transcriptional regulator
C4orf6	0.5421909023933509	long intergenic non-protein coding RNA 1587
MBD3L1	0.5423790741667194	methyl-CpG binding domain protein 3 like 1
LINC00461	0.5424419133756567	long intergenic non-protein coding RNA 461
IREB2	0.5425161737333815	iron responsive element binding protein 2
ERBB2IP	0.542669546002509	erbb2 interacting protein
DHPS	0.5426926956707149	deoxyhypusine synthase
DBX1	0.5427021678570896	developing brain homeobox 1
B9D1	0.5428080632171042	B9 domain containing 1
ZMIZ1-AS1	0.5428170904249721	ZMIZ1 antisense RNA 1
AGGF1	0.5428717710950379	angiogenic factor with G-patch and FHA domains 1
DDX19B	0.5428764827323044	DEAD-box helicase 19B
OTUB1	0.542920257538464	OTU deubiquitinase, ubiquitin aldehyde binding 1
LRRC37A	0.5429887024475022	leucine rich repeat containing 37A
AMDHD2	0.5431740797581806	amidohydrolase domain containing 2
C12orf80	0.5431761391864818	long intergenic non-protein coding RNA 2874
SERPINB10	0.5432492268214865	serpin family B member 10
SERINC2	0.5433189086962301	serine incorporator 2
STIM1	0.5435960865811353	stromal interaction molecule 1
NOXRED1	0.5436186791476054	NADP dependent oxidoreductase domain containing 1
PLCB4	0.5437099144949334	phospholipase C beta 4
POLL	0.5439705583924074	DNA polymerase lambda
CCDC36	0.5440762383285371	interactor of HORMAD1 1
SNRPD1	0.5441504985079659	small nuclear ribonucleoprotein D1 polypeptide
PPP2R4	0.544293403978137	protein phosphatase 2 phosphatase activator
TMEM14C	0.5443461851109966	transmembrane protein 14C
NXT1	0.5443672640652505	nuclear transport factor 2 like export factor 1
ULK1	0.5444088630254418	unc-51 like autophagy activating kinase 1
CDS1	0.5444823137347902	CDP-diacylglycerol synthase 1
FAM86DP	0.544583819707857	family with sequence similarity 86 member D, pseudogene
KIR3DL3	0.5446250322760404	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3
RNMTL1	0.5446263370225154	mitochondrial rRNA methyltransferase 3
RNF24	0.5447232531556578	ring finger protein 24
ECT2L	0.5447413832002317	epithelial cell transforming 2 like
NRBP2	0.5448255367543235	nuclear receptor binding protein 2
GIMAP5	0.5448530944222317	GTPase, IMAP family member 5
PLXDC1	0.5450747168876174	plexin domain containing 1
HSD3B7	0.54534630521002	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
RFFL	0.545376709367781	ring finger and FYVE like domain containing E3 ubiquitin protein ligase
HERC2P2	0.5455169257995046	HERC2 pseudogene 2
WDR83OS	0.5455548403827675	WD repeat domain 83 opposite strand
GPX4	0.5458378580904599	glutathione peroxidase 4
NEUROD6	0.5459378022724569	neuronal differentiation 6
RPS16	0.5461233073168471	ribosomal protein S16
TMEM198B	0.5461815795743509	transmembrane protein 198B (pseudogene)
CCAR2	0.5462759042337796	cell cycle and apoptosis regulator 2
C1orf233	0.5462954598379348	fibronectin type III domain containing 10
L3MBTL1	0.5463023101267741	L3MBTL histone methyl-lysine binding protein 1
SMIM10	0.546539543301523	small integral membrane protein 10
CCDC96	0.5465643163389617	coiled-coil domain containing 96
STAM2	0.546633233399269	signal transducing adaptor molecule 2
NADSYN1	0.5466495216125213	NAD synthetase 1
CCDC168	0.5466868858319657	coiled-coil domain containing 168
MLPH	0.5469045949189971	melanophilin
IGFBP3	0.5469138329731812	insulin like growth factor binding protein 3
MSL3P1	0.547166163385076	MSL complex subunit 3 pseudogene 1
TMEM2	0.5478437685177864	cell migration inducing hyaluronidase 2
LOC400940	0.5479023208568781	uncharacterized LOC400940(LOC400940)
ARHGEF5	0.5479270907350648	Rho guanine nucleotide exchange factor 5
TMEM150B	0.5479468094460532	transmembrane protein 150B
DRAM2	0.5480946924428296	DNA damage regulated autophagy modulator 2
ARF4	0.548215386166053	ADP ribosylation factor 4
KCNK9	0.5482844713669631	potassium two pore domain channel subfamily K member 9
ASMT	0.5485317490132756	acetylserotonin O-methyltransferase
EIF4A2	0.548558749425134	eukaryotic translation initiation factor 4A2
H1FX	0.5485706263578817	H1.10 linker histone
UPK1A-AS1	0.5485739953371864	UPK1A antisense RNA 1
RPL35	0.5486254803381457	ribosomal protein L35
ASXL1	0.5486294265371439	ASXL transcriptional regulator 1
OR4K5	0.5486769239293178	olfactory receptor family 4 subfamily K member 5
LCK	0.5487093019096162	LCK proto-oncogene, Src family tyrosine kinase
IPP	0.5487174742887924	intracisternal A particle-promoted polypeptide
LINC01134	0.5488739276479507	long intergenic non-protein coding RNA 1134
OR2J3	0.5488791063600115	olfactory receptor family 2 subfamily J member 3
LINC00671	0.5488842385836826	long intergenic non-protein coding RNA 671
ASTE1	0.5489059160294968	asteroid homolog 1
SMARCC1	0.5493356592142943	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
CSK	0.5493479753219193	C-terminal Src kinase
LZTS2	0.5495047205333347	leucine zipper tumor suppressor 2
TEX13B	0.5495346688906763	testis expressed 13B
TXNL4A	0.5495392134972319	thioredoxin like 4A
NR2F2-AS1	0.5496277296600337	NR2F2 antisense RNA 1
ATP5SL	0.5498532201800985	distal membrane arm assembly component 2
OR4B1	0.5501317611273778	olfactory receptor family 4 subfamily B member 1
DDX53	0.5501424371773725	DEAD-box helicase 53
FBXW7	0.5501816450532628	F-box and WD repeat domain containing 7
UBE3D	0.5503363643432786	ubiquitin protein ligase E3D
FAM71F1	0.5503453014735482	golgi associated RAB2 interactor 1B
FBXO25	0.5504169491537899	F-box protein 25
GSE1	0.5504569947400935	Gse1 coiled-coil protein
RAB32	0.5505662674741871	RAB32, member RAS oncogene family
ACAD10	0.5506755220356667	acyl-CoA dehydrogenase family member 10
PFKFB2	0.5507717890160629	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
SLC22A25	0.5508340061896921	solute carrier family 22 member 25
CHUK	0.5509208071117084	component of inhibitor of nuclear factor kappa B kinase complex
SNAR-C4	0.5510647954365742	small NF90 (ILF3) associated RNA C4
LOC102723859	0.5512008146020848	
MPPE1	0.5512391449790294	metallophosphoesterase 1
HORMAD1	0.5513772896992256	HORMA domain containing 1
DHX33	0.5515130484789189	DEAH-box helicase 33
FBXW11	0.5515844673642197	F-box and WD repeat domain containing 11
TSKU	0.5516609419477548	tsukushi, small leucine rich proteoglycan
CTSS	0.5516925327211473	cathepsin S
VPS8	0.5517226456979872	VPS8 subunit of CORVET complex
HERC2P7	0.5518847800702277	HERC2 pseudogene 7
UBR5	0.5519826715250111	ubiquitin protein ligase E3 component n-recognin 5
CEP89	0.5519899906226549	centrosomal protein 89
TMC1	0.5520160485880541	transmembrane channel like 1
DCAF5	0.5520179030906657	DDB1 and CUL4 associated factor 5
SNX17	0.5522049315199371	sorting nexin 17
CDK5RAP2	0.5523855952659094	CDK5 regulatory subunit associated protein 2
TPRXL	0.5526371776772762	tetrapeptide repeat homeobox like (pseudogene)
EBF3	0.5526649591850882	EBF transcription factor 3
GGT3P	0.5527016908887393	gamma-glutamyltransferase 3 pseudogene
LINC00094	0.5527192075161833	BRD3 opposite strand
HAUS3	0.5530432370684599	HAUS augmin like complex subunit 3
GTF2H2B	0.5532015485103992	general transcription factor IIH subunit 2B (pseudogene)
PPIC	0.5532894605460507	peptidylprolyl isomerase C
SCNN1A	0.5533592187778603	sodium channel epithelial 1 subunit alpha
LDLRAD1	0.5534888238840229	low density lipoprotein receptor class A domain containing 1
LMBR1	0.553539492330946	limb development membrane protein 1
VTA1	0.5536965170899872	vesicle trafficking 1
ADAP1	0.553699952946888	ArfGAP with dual PH domains 1
LOC101927921	0.5537206406195513	
LOC642852	0.5537777161183483	
LINC01122	0.5538476543471079	long intergenic non-protein coding RNA 1122
SYCN	0.5538571998160631	syncollin
NFKB1	0.5539197989466881	nuclear factor kappa B subunit 1
TATDN2	0.5539305306129846	TatD DNase domain containing 2
CGN	0.5539947631637151	cingulin
C1orf226	0.5541498978732854	chromosome 1 open reading frame 226
DUSP18	0.5541549664888435	dual specificity phosphatase 18
RPL23AP7	0.5541676164106158	ribosomal protein L23a pseudogene 7
BAG1	0.5541894474696922	BAG cochaperone 1
TRABD2B	0.5542074749603887	TraB domain containing 2B
ADORA2B	0.5542602510948661	adenosine A2b receptor
LOC643733	0.5542626181705984	
BFAR	0.5543563569151115	bifunctional apoptosis regulator
MTFR2	0.5543811544535702	mitochondrial fission regulator 2
SNORA2A	0.5544088788963816	small nucleolar RNA, H/ACA box 2A
C20orf27	0.5546137644478443	chromosome 20 open reading frame 27
MRPL33	0.554624265681936	mitochondrial ribosomal protein L33
RFXANK	0.5546842037229898	regulatory factor X associated ankyrin containing protein
MESDC1	0.5547041995998794	talin rod domain containing 1
RAB3A	0.5547302769936047	RAB3A, member RAS oncogene family
NSMF	0.5547508685626097	NMDA receptor synaptonuclear signaling and neuronal migration factor
DMTF1	0.5548676247088786	cyclin D binding myb like transcription factor 1
CCNI	0.5550145705082417	cyclin I
STOX2	0.5550594541893422	storkhead box 2
IL9R	0.5550791060128517	interleukin 9 receptor
JMJD7	0.5550812445686759	jumonji domain containing 7
SRSF5	0.5550973549896154	serine and arginine rich splicing factor 5
C9orf92	0.555221681084588	chromosome 9 open reading frame 92
HSPA13	0.555247523797176	heat shock protein family A (Hsp70) member 13
TPPP2	0.5552834977086241	tubulin polymerization promoting protein family member 2
FAM118A	0.5553572710229254	family with sequence similarity 118 member A
ETV6	0.5554183678375619	ETS variant transcription factor 6
IFI16	0.5554336936814833	interferon gamma inducible protein 16
ACHE	0.5554556132899436	acetylcholinesterase (Cartwright blood group)
KIR3DL2	0.5555416487773304	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2
LINC00174	0.5555546714299319	long intergenic non-protein coding RNA 174
RAP2A	0.5555779052300336	RAP2A, member of RAS oncogene family
TBC1D25	0.5559046286446774	TBC1 domain family member 25
TNFSF10	0.5559147771908934	TNF superfamily member 10
LINC00307	0.5560183462862686	long intergenic non-protein coding RNA 307
ANP32B	0.5560232053454278	acidic nuclear phosphoprotein 32 family member B
ZNF829	0.5560856460568641	zinc finger protein 829
UGT8	0.5563095709865232	UDP glycosyltransferase 8
BMS1P6	0.5563506359656407	BMS1 pseudogene 2
EIF2B3	0.5563697535859792	eukaryotic translation initiation factor 2B subunit gamma
E2F4	0.5563819261149331	E2F transcription factor 4
POU6F1	0.5564609191115709	POU class 6 homeobox 1
AGTR2	0.5565240383885915	angiotensin II receptor type 2
OR5B2	0.5568570845693457	olfactory receptor family 5 subfamily B member 2
SNX5	0.5569028275938882	sorting nexin 5
KCNN4	0.5569135205261704	potassium calcium-activated channel subfamily N member 4
OR2AG2	0.5570299831045478	olfactory receptor family 2 subfamily AG member 2
CCNYL2	0.5571440074479452	cyclin Y like 2 (pseudogene)
REG1B	0.5571637240986167	regenerating family member 1 beta
LINC00523	0.5572532569720027	long intergenic non-protein coding RNA 523
TBCK	0.5574030655867794	TBC1 domain containing kinase
DMRTA1	0.5575748108979248	DMRT like family A1
ZNF765	0.5575805059224854	zinc finger protein 765
ZNF575	0.5576761092911321	zinc finger protein 575
DCAF8L2	0.5577268984416126	DDB1 and CUL4 associated factor 8 like 2
KRBOX1	0.5577368552805615	KRAB box domain containing 1
SETD1A	0.5579324002725112	SET domain containing 1A, histone lysine methyltransferase
HYAL4	0.5582281563915391	hyaluronidase 4
GPR113	0.5582575937253385	adhesion G protein-coupled receptor F3
OR6C75	0.5583257886175872	olfactory receptor family 6 subfamily C member 75
AHSG	0.5584090005927482	alpha 2-HS glycoprotein
LOR	0.5584357934424931	loricrin cornified envelope precursor protein
SHQ1	0.5584376294464493	SHQ1, H/ACA ribonucleoprotein assembly factor
NECAP1	0.5585902368392266	NECAP endocytosis associated 1
FSD1	0.558719305819048	fibronectin type III and SPRY domain containing 1
EPHA6	0.5593128122705784	EPH receptor A6
CYP2D6	0.5593889182448476	cytochrome P450 family 2 subfamily D member 6
ZNF767P	0.559458360074561	zinc finger family member 767, pseudogene
INO80B	0.5595714306264488	INO80 complex subunit B
CFHR1	0.5595788546944946	complement factor H related 1
FREM3	0.5596367017177399	FRAS1 related extracellular matrix 3
UROC1	0.5596507351873103	urocanate hydratase 1
AGRN	0.559777780041554	agrin
HHLA1	0.5598719744519209	HERV-H LTR-associating 1
RNF13	0.5599876015884591	ring finger protein 13
MPLKIP	0.5600224578410662	M-phase specific PLK1 interacting protein
RFWD2	0.560047550582802	COP1 E3 ubiquitin ligase
REL	0.5600514520769873	REL proto-oncogene, NF-kB subunit
IRF2	0.5601676811474227	interferon regulatory factor 2
TRABD	0.5602003851438324	TraB domain containing
ASCL4	0.5602018673330342	achaete-scute family bHLH transcription factor 4
LINC00971	0.5602352845910701	long intergenic non-protein coding RNA 971
DCLRE1B	0.5602433902534576	DNA cross-link repair 1B
ORAI1	0.5602631689935005	ORAI calcium release-activated calcium modulator 1
TEX26	0.560306444753906	testis expressed 26
LOC646268	0.5604145627493217	
AICDA	0.5605660965278376	activation induced cytidine deaminase
EFCAB7	0.5605952873547932	EF-hand calcium binding domain 7
GPCPD1	0.5607065595737293	glycerophosphocholine phosphodiesterase 1
COQ7	0.5610502447895933	coenzyme Q7, hydroxylase
TJAP1	0.5610933411226808	tight junction associated protein 1
HSPA12A	0.5611331036829402	heat shock protein family A (Hsp70) member 12A
NKX6-2	0.5612085922386627	NK6 homeobox 2
FADS3	0.5612378381347544	fatty acid desaturase 3
HOXA-AS3	0.5612869575562172	HOXA cluster antisense RNA 3
INPP5K	0.5614381731215665	inositol polyphosphate-5-phosphatase K
LOC101927237	0.5615228070617057	uncharacterized LOC101927237(LOC101927237)
BAK1	0.5615230211422437	BCL2 antagonist/killer 1
ZC3HC1	0.5615465435137733	zinc finger C3HC-type containing 1
CROT	0.561695049628423	carnitine O-octanoyltransferase
TMEM254	0.562004766898131	transmembrane protein 254
ZBTB32	0.5620182419319589	zinc finger and BTB domain containing 32
TTC39C	0.5621840450037427	tetratricopeptide repeat domain 39C
YARS	0.5622758136798592	tyrosyl-tRNA synthetase 1
MAS1	0.5623019436793316	MAS1 proto-oncogene, G protein-coupled receptor
SUMO3	0.5623634068550276	small ubiquitin like modifier 3
ALDH3B2	0.5624200424711113	aldehyde dehydrogenase 3 family member B2
PA2G4P4	0.5628242438350161	proliferation-associated 2G4 pseudogene 4
NBPF3	0.562931563144515	NBPF member 3
SEC11A	0.5629914559075017	SEC11 homolog A, signal peptidase complex subunit
LOC100126784	0.563066808169884	
WAS	0.5633380233747834	WASP actin nucleation promoting factor
VASP	0.5634105001160915	vasodilator stimulated phosphoprotein
ATP5D	0.5635203900566395	ATP synthase F1 subunit delta
TEX29	0.5635448101181106	testis expressed 29
NANS	0.5636395908011791	N-acetylneuraminate synthase
AIMP1	0.563686954270314	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
ANAPC15	0.5637149418371604	anaphase promoting complex subunit 15
RGL4	0.5639385147778099	ral guanine nucleotide dissociation stimulator like 4
SLC9A4	0.5639741521644925	solute carrier family 9 member A4
ENTPD1-AS1	0.5640652874783273	ENTPD1 antisense RNA 1
ADCY10P1	0.5641056079991491	ADCY10 pseudogene 1
MFI2	0.5641380144108137	melanotransferrin
TALDO1	0.5642602336507555	transaldolase 1
EML3	0.5642729720328892	EMAP like 3
SUZ12P1	0.5648120307938344	SUZ12 pseudogene 1
SYCP3	0.5648806183039349	synaptonemal complex protein 3
PIH1D3	0.5649918394402567	dynein axonemal assembly factor 6
ABL2	0.5650564143150991	ABL proto-oncogene 2, non-receptor tyrosine kinase
CTDP1	0.5651869638467761	CTD phosphatase subunit 1
TMEM40	0.5656604882887625	transmembrane protein 40
AGFG2	0.5657431874099076	ArfGAP with FG repeats 2
LINC00898	0.5658030100683394	long intergenic non-protein coding RNA 898
NAT2	0.5659492433928746	N-acetyltransferase 2
TRIM51	0.5660467627843027	tripartite motif-containing 51
RPS25	0.5660572421304672	ribosomal protein S25
ADIG	0.5660649566908659	adipogenin
STRN3	0.5661401555137595	striatin 3
CASC11	0.5661912170607912	cancer susceptibility 11
CTAGE11P	0.5662412968466439	CTAGE family member 11, pseudogene
